,ns,Ts,V0s,Is_0,Is_1
170,76638792634.59857,1823.0596489524712,-1.4572183201294069,-9.624069889402008e-05,-5.2278517686706975e-05
171,229949784644.97717,576.460684220094,-0.7576595468443825,-0.00015466216222030898,-0.00011867761450954496
172,269108193128.84982,945.3758077047653,-1.4906453857729105,-0.00018755149217573132,-0.00012546885850866978
173,139400254840.1875,1369.4619663034491,-1.6388661098266304,-0.00013728357279605536,-7.495510618798553e-05
174,123779930520.79446,2375.1157913749294,-0.38872632760698456,-0.00017809068415812671,-0.00012413182062654166
175,298669608837.7325,1835.5033560870336,-0.7793475027338923,-0.0002928931529445228,-0.0002091837917411013
176,249208285563.06482,2678.9373226119337,-0.462329134418618,-0.00030017963783983854,-0.00021422016687805453
177,214947217675.11398,2723.6012774708006,-0.8099891698045838,-0.0002534664877360046,-0.00017041293773424002
178,226534834767.36768,376.6429887936099,-0.4104114039168041,-0.00013079419880339356,-0.00010534218896164316
179,76098530221.21375,855.810652607645,-0.5430982725998279,-0.00010676786887072475,-7.423639847923332e-05
180,146891689605.86447,1475.6408198338017,-0.5989501877283323,-0.00018112672754825115,-0.0001266341890578749
181,114101226979.06877,1917.6666181420587,-1.1799690333402024,-0.0001401537128967114,-8.511671077698554e-05
182,58332055942.100815,794.7166766713734,-0.7178914089281379,-8.645628618527222e-05,-5.773549072431818e-05
183,62759679235.4257,2292.574424245646,-0.8736869810074788,-9.641200474691124e-05,-5.975473141152718e-05
184,40765446464.522964,1072.009730155172,-1.6380249415636947,-5.60507995620887e-05,-2.7380280813171475e-05
185,163668869932.09488,801.281940280878,-1.3080076449348288,-0.00013792937165414074,-9.115299014058418e-05
186,147413775157.32248,551.3099150909961,-0.6464202256897851,-0.00011853894147699052,-9.028038406751966e-05
187,207660188703.7882,301.3730280027127,-0.5762324278462934,-0.00010867842800665454,-8.720887852337191e-05
188,64719839002.34178,918.3142683993784,-1.267762278412692,-8.409752889928063e-05,-4.975792630890891e-05
189,61992591519.55415,2032.687884067503,-1.3228581523146103,-8.543215263934928e-05,-4.740143855202152e-05
190,147575509797.73248,1171.0329392705432,-0.5675330812949735,-0.0001677647119274519,-0.00012019761235724572
191,284251534666.5967,712.7477167816623,-1.0625442473323103,-0.00018617690196611478,-0.00013738207032367637
192,56678834479.40121,1486.6240002197687,-0.034914367871724306,-0.00010533091033095,-7.470810225099642e-05
193,88897563019.2458,2549.4811193467326,-1.0624807977005626,-0.0001208784660945805,-7.325811227853743e-05
194,164482338889.97974,1699.119068785859,-0.5875636359473495,-0.0002019684066394818,-0.0001413308822766575
195,96380492590.39633,1716.982732250097,-0.8928798584965514,-0.00013055453808067093,-8.394359752520022e-05
196,61791358378.94636,2481.4033828607357,-0.6450011758609131,-9.997185816783039e-05,-6.446225818618752e-05
197,283558498109.214,988.7731684269796,-1.6585394540964762,-0.00019141444859419675,-0.0001221912078749062
198,139590295022.58786,2573.502914025045,-1.2306216847415212,-0.00016431071985512568,-9.888279716431165e-05
199,255599954445.0209,1126.8706333190937,-0.28685591806267663,-0.00024114390595710795,-0.00018708593964539668
200,40152411657.34273,1126.000982191922,-1.9449656299933389,-5.0302257532318855e-05,-2.0013046353394037e-05
201,204902959142.4539,1682.8708619718939,-0.6683888184608084,-0.00022583517777337428,-0.00015957303036524177
202,79099622674.1117,1977.2695867409436,-1.0549902640757551,-0.00010987759883819146,-6.688587375288564e-05
203,192510368538.93033,1085.8140760936153,-0.321613005897067,-0.00020116508437329313,-0.00015216422662093053
204,247920138192.54315,2760.849891828488,-0.5216429875188995,-0.0002975428072192316,-0.00021038663008956203
205,59671768181.31527,2227.9706120164874,-1.2128322156537152,-8.51168766618566e-05,-4.855319499134868e-05
206,48889121563.76371,2261.5086957975464,-0.21748226289908157,-9.118161437565818e-05,-6.208281168396991e-05
207,211645095696.70834,450.3129738952474,-1.2099031614214824,-0.00012331542048757185,-8.91365326822929e-05
208,47649911752.34105,2242.9590420286986,-0.6918526824197901,-8.06111545755027e-05,-5.107989352324332e-05
209,179840087385.61804,654.156049445202,-0.01477949372191012,-0.00015465139617033567,-0.00012484820044575374
210,60283866607.78396,1853.4781372019904,-1.3063943092224057,-8.402747955532244e-05,-4.692938489311207e-05
211,197108831783.12943,1362.7781501307395,-1.605918630745385,-0.00017185927206842696,-0.00010016088826449411
212,62402888021.534225,804.4131042047967,-1.8663671382073372,-6.813759494515984e-05,-3.126662952432558e-05
213,188018910392.64868,1162.1603668098883,-0.17239439895519215,-0.00020719945191884778,-0.00015789490804580633
214,137395572252.82474,575.8500048448343,-1.074982440181292,-0.0001114265325517534,-7.877151754017186e-05
215,50900986040.59863,1619.753561372892,-1.6095439187205043,-6.762190015159521e-05,-3.337083249246843e-05
216,266620946892.35934,1379.0635176307037,-1.6913861374900205,-0.00021035693248841328,-0.00012358102246991416
217,266329146846.11414,2290.467183852073,-0.30680372400933,-0.0003095730104456842,-0.0002282196092534674
218,176478313839.19653,2138.6142223570514,-1.8105874995017068,-0.0001674967048873025,-8.362460890687124e-05
219,75677861837.91602,1598.911775623323,-0.22542910216592316,-0.00012360404158401637,-8.708006942063901e-05
220,82568802928.84727,1755.2548535896703,-1.0890597959974309,-0.00011085089462791569,-6.773913655717248e-05
221,187136684468.05096,944.9331537595917,-0.8465013318853756,-0.00017297400265299168,-0.00012409477861277066
222,66886590969.40834,1590.8429072896536,-1.7896317068328509,-7.824789574496957e-05,-3.6238848637377216e-05
223,187437553046.99356,2546.932153991057,-1.1555095346282656,-0.00021092274460691535,-0.00013178678700711996
224,67251547523.618675,995.2828893385124,-1.5201501587395714,-8.190364041505807e-05,-4.4456003278919206e-05
225,47455374526.207954,2191.046410906164,-0.5961947446513307,-8.228519520555169e-05,-5.301598361589173e-05
226,102330576995.99202,546.7710053556738,-1.3441618671617197,-8.977912465192646e-05,-5.7978911607876764e-05
227,214349169170.983,1252.6274485941726,-0.7606088202548982,-0.0002108504504151122,-0.00015116124977022262
228,52541931144.12864,518.6892659280273,-1.1958775364917966,-6.48092986811648e-05,-4.0247134255218565e-05
229,48994224601.54706,1741.504819543634,-1.8649806838711624,-6.028418413328398e-05,-2.5561153596511735e-05
230,71932321832.58098,1411.3088407720736,-0.3155468645890216,-0.0001162105636822552,-8.112486807733994e-05
231,164522775972.9244,2194.639129645736,-0.41347786988125157,-0.0002187059437706683,-0.00015441613907380184
232,54791199395.668175,1078.3753959569426,-0.5463573403569595,-8.92292245590211e-05,-6.019555436444752e-05
233,272182858129.15854,874.3379256468176,-0.43076656118915313,-0.0002121034600886063,-0.00016751568920932736
234,204632341612.9155,1674.3939930338895,-1.110444732558878,-0.00020728385007089576,-0.00013600449903177834
235,229131703321.0082,1835.9478309839321,-1.2486952567532084,-0.00022195804085115475,-0.00014189744304776215
236,82116149139.72095,1530.6338159795687,-0.3287930225552276,-0.00012868329335715515,-8.994221554133768e-05
237,269128978262.38327,530.3873091676784,-0.40642851076137987,-0.0001711583244654021,-0.00013652592148897876
238,131789672083.27043,512.9052149490151,-0.5026570092437725,-0.0001107491416512374,-8.519809710465257e-05
239,52703068349.50805,2640.8920225690767,-0.8760074264484348,-8.28322767621902e-05,-5.0706237289851856e-05
240,96225831747.71588,760.0527689603051,-1.0543810029136846,-0.0001034762520728172,-6.839139472073817e-05
241,54118539125.494896,1577.940934503909,-1.2645339481104292,-7.812969060800172e-05,-4.4158658283919094e-05
242,59491792097.21695,2251.855658681314,-0.5385771315823755,-9.979677470245983e-05,-6.548685604933815e-05
243,205863457600.28442,313.3475106537645,-1.2022188319425775,-0.00010208361725872213,-7.578623401637463e-05
244,126421578841.32468,1784.9017155133477,-1.010022207259062,-0.00015644389862041566,-9.971537367584324e-05
245,108044458752.3032,2569.234728253492,-0.5048523032748173,-0.00015825940522528278,-0.00010743354796605929
246,56146917139.88077,547.4944122263634,-0.7542456043316317,-7.486644064323133e-05,-5.091102891832707e-05
247,87471899090.21442,412.4577006294686,-1.8065164796187425,-6.560184563529033e-05,-3.6732830256529014e-05
248,77995038967.71704,2672.146601671676,-0.15198629897422355,-0.00013289166460034633,-9.255200451296484e-05
249,207215138940.47388,2679.5766831802516,-0.8463990945928108,-0.000244362366585962,-0.00016301796354856497
250,232962275493.96783,1778.878381027257,-0.6877057201662071,-0.00024627444816758187,-0.00017505442195548703
251,51964033196.56956,1102.1278907173491,-0.31206517795619915,-9.007378508898447e-05,-6.255961078424456e-05
252,56263406046.54542,1951.9832606986092,-0.16258474409447987,-0.00010365001358857816,-7.168450783518857e-05
253,44849121335.677414,2276.5307775749498,-0.7111390089600418,-7.655286323626765e-05,-4.812320728435162e-05
254,66927504128.977516,411.5454976662314,-0.2830852795626393,-7.6302920557938e-05,-5.739263388778937e-05
255,64734406079.39711,2704.005078619168,-1.3437412570008371,-8.669016146299687e-05,-4.7661432528051166e-05
256,44830223433.02773,2774.6482012386646,-1.1491899049915326,-6.735247995524543e-05,-3.822857572308573e-05
257,60824915312.35214,484.5878536504461,-1.3897041568774668,-6.370200432277724e-05,-3.861341702589616e-05
258,162410859832.2789,2225.418224279467,-0.21610721822700363,-0.00022476592324990763,-0.00016213898421121582
259,94674736023.72589,605.1519392981647,-1.6856655528276392,-8.276239226325984e-05,-4.661699926415145e-05
260,231352111700.16907,1736.5809523154621,-0.9387381196883064,-0.00023272623893654055,-0.00015945536404854033
261,200264017049.63245,2360.9059406521696,-0.6899146298110808,-0.00024164051909008713,-0.00016583643569215435
262,77769181225.63245,1123.0406033148847,-1.2436501866316652,-9.887213114556061e-05,-5.899825299299646e-05
263,89576776951.07501,1417.4522325349865,-1.1577094243834238,-0.00011472729552616272,-6.985187288558167e-05
264,154312997621.25922,2462.2871069221173,-0.519565163036461,-0.0002067341218837959,-0.00014290452045606747
265,245180240487.55585,720.1921377873543,-1.9093596123211403,-0.00014592702570274615,-8.50733518376173e-05
266,124295879628.26137,2485.629049523132,-1.9854809667906568,-0.00012074559666755626,-5.1893292237921436e-05
267,103103870107.03455,654.0687094326092,-0.32925668698011745,-0.00011556000457049559,-8.63980222143448e-05
268,238498776003.19208,366.41486528431744,-1.5525153729955423,-0.00011463827930143881,-7.930372485383682e-05
269,47436438710.52314,599.8086084671431,-1.177966107007072,-6.4655626219563e-05,-3.939183513054582e-05
