,ns,Ts,V0s,Is_0,Is_1,Is_2,Is_3,Is_4
39,123845585054.59628,1242.3944219279376,-0.5827571337688857,-0.0001562933745952438,-4.105155844827151e-07,-6.378210531974817e-07,-8.475268104555613e-07,-1.4195362539251245e-06
40,128283928551.41164,1904.8674083322078,-0.9516531123412293,-0.00016125853440786253,-3.4386538283404343e-07,-5.659044255319636e-07,-7.69181159741476e-07,-1.3210964856790633e-06
41,154979321552.94022,1899.4421823839148,-1.326627497151823,-0.00017001953976296952,-3.370279200963495e-07,-6.073413363494568e-07,-8.515823973523006e-07,-1.5095454867025335e-06
42,59388873413.21439,1480.230881082531,-1.1978274464848602,-8.459531763904648e-05,-1.543020153648254e-07,-2.736591461780945e-07,-3.816513011691325e-07,-6.724643206959054e-07
43,128263686064.15132,1158.5989393561638,-0.04329039051183803,-0.00017005779105619062,-5.14562401225391e-07,-7.432793625845692e-07,-9.565518295116358e-07,-1.5427902857884582e-06
44,111427630096.15779,2203.6591667896446,-0.6352602610736766,-0.0001558312797961811,-3.3832769219962833e-07,-5.233494493529234e-07,-6.9417817884835e-07,-1.1605185569542768e-06
45,287438676884.3309,801.9064055324809,-1.0374644081719218,-0.00019720108142187132,-7.076117577581064e-07,-1.1771380022338757e-06,-1.5961171535494317e-06,-2.7048370775174677e-06
46,134674368158.16786,2268.5514065621055,-1.6434843427115626,-0.0001429008772751729,-2.3783619622327038e-07,-4.75341590493361e-07,-6.870104638360376e-07,-1.253277922411329e-06
47,40029321601.56499,2168.5872985717842,-1.8576005080011748,-5.041152528711428e-05,-6.244482646251794e-08,-1.4079626619311038e-07,-2.087131446027132e-07,-3.8697304482061633e-07
48,222773471644.2422,1048.8348480897039,-0.16515135530788028,-0.00022028204306849176,-7.93656470682031e-07,-1.1525844171191217e-06,-1.4845999442209974e-06,-2.3891986708401736e-06
49,158778666474.12595,1866.1091311783234,-1.806681726647987,-0.00015229213318750142,-2.455914753163268e-07,-5.371977846998921e-07,-7.941270064328936e-07,-1.4778440965027826e-06
50,152671143527.9142,2562.303321905869,-1.2787882538482274,-0.00017456992111600163,-3.326257442821611e-07,-5.818649162653046e-07,-8.07889532321972e-07,-1.4181662397255829e-06
51,40404955696.43174,1976.489174432742,-0.7754018991939449,-6.999050180804717e-05,-1.237977324039657e-07,-1.9658399753455278e-07,-2.63020060219777e-07,-4.4237622283317467e-07
52,262153010195.98785,535.1179950441309,-1.6258021698345133,-0.0001422958457599634,-4.645955886258514e-07,-9.386988614584187e-07,-1.3432389246826913e-06,-2.3835407276333292e-06
53,63989899081.62757,2101.7871882233217,-1.1170877174202198,-9.242347826907436e-05,-1.633710220843178e-07,-2.788115947914478e-07,-3.835196843927921e-07,-6.656351961487629e-07
54,50798527709.15884,1716.0590516889665,-1.0191984049020961,-7.947566300578423e-05,-1.4226338997499987e-07,-2.3940181824767335e-07,-3.2768529613047756e-07,-5.657889940739901e-07
55,82115197225.98994,654.2971793432446,-1.505696769543743,-8.156692754346647e-05,-1.8934403521024769e-07,-3.8188910719141825e-07,-5.530846373707392e-07,-1.0095404558662086e-06
56,140906103974.3002,2787.9555685207074,-1.755601501493568,-0.0001440819393034282,-2.2588827220356663e-07,-4.6436441513008884e-07,-6.75792435169486e-07,-1.2400443684913841e-06
57,66857308959.11413,890.632818082748,-1.6941069219157916,-7.644309140956193e-05,-1.3095536289415764e-07,-2.8843224703042367e-07,-4.2751076093157223e-07,-7.977653127210243e-07
58,281184412761.1348,1845.5428174391022,-1.3944249703975624,-0.00024971129220759195,-5.545251679099014e-07,-1.00329908812781e-06,-1.4057660152767613e-06,-2.4834155180110673e-06
59,292688290143.93085,2108.796208544688,-0.8250110575667895,-0.00029407047807643495,-7.525781152341906e-07,-1.1861600794374344e-06,-1.5836905871091887e-06,-2.6627670774410277e-06
